customer_id,segment,state,preferred_category,preferred_channel,preferred_payment,registration_date,age_group,n_orders,last_purchase_date,churned
CUS04110,loyal,Imo,Food & Groceries,Mobile App,Wallet,2022-09-28,18-24,14,2024-02-07,0
CUS04111,at_risk,Enugu,Home & Kitchen,Mobile App,Card,2022-11-08,25-34,7,2023-11-11,1
CUS04112,loyal,Rivers,Beauty & Personal Care,Mobile App,Pay on Delivery,2022-11-28,18-24,13,2024-01-15,0
CUS04113,at_risk,Kano,Home & Kitchen,Mobile App,Pay on Delivery,2023-04-13,35-44,6,2023-08-19,1
CUS04114,loyal,Lagos,Home & Kitchen,Mobile App,Pay on Delivery,2022-11-11,18-24,15,2024-02-05,0
CUS04115,champion,Rivers,Fashion,Web,Card,2022-09-08,45-54,32,2024-02-10,0
CUS04116,loyal,Abuja,Fashion,Mobile App,Bank Transfer,2022-12-17,25-34,17,2023-12-22,1
CUS04117,loyal,Lagos,Home & Kitchen,Mobile App,Pay on Delivery,2022-04-28,25-34,16,2024-04-30,0
CUS04118,hibernating,Lagos,Home & Kitchen,Mobile App,Card,2022-04-03,45-54,1,2023-02-06,1
CUS04119,loyal,Oyo,Fashion,Web,Wallet,2022-07-26,25-34,8,2023-11-20,1
CUS04120,at_risk,Lagos,Fashion,Web,Pay on Delivery,2022-06-28,35-44,5,2023-08-10,1
CUS04121,hibernating,Kano,Sports & Outdoors,Mobile App,Card,2023-06-26,25-34,2,2022-10-27,1
CUS04122,champion,Imo,Books & Media,Web,Wallet,2022-04-23,25-34,23,2024-06-13,0
CUS04123,lost,Rivers,Electronics,Mobile App,Bank Transfer,2022-01-10,18-24,2,2022-07-05,1
CUS04124,hibernating,Anambra,Electronics,Mobile App,Pay on Delivery,2022-01-06,35-44,1,2023-05-17,1
CUS04125,hibernating,Lagos,Beauty & Personal Care,Mobile App,Bank Transfer,2023-06-17,25-34,2,2022-09-11,1
CUS04126,hibernating,Imo,Electronics,Web,Card,2023-02-27,25-34,1,2023-01-22,1
CUS04127,at_risk,Lagos,Fashion,Mobile App,Card,2022-11-14,18-24,5,2023-06-29,1
CUS04128,lost,Kaduna,Sports & Outdoors,Mobile App,Card,2023-05-07,18-24,2,2022-04-06,1
CUS04129,loyal,Lagos,Baby & Kids,Mobile App,Bank Transfer,2023-02-10,35-44,16,2024-06-27,0
CUS04130,at_risk,Lagos,Electronics,Web,Card,2022-08-07,35-44,3,2023-12-06,1
CUS04131,at_risk,Kano,Fashion,Mobile App,Pay on Delivery,2023-04-21,55+,3,2023-07-29,1
CUS04132,hibernating,Enugu,Baby & Kids,Mobile App,Pay on Delivery,2022-10-19,45-54,2,2022-10-21,1
CUS04133,loyal,Abuja,Fashion,Mobile App,Wallet,2023-06-26,35-44,10,2024-02-24,0
CUS04134,loyal,Kano,Electronics,Mobile App,Pay on Delivery,2022-07-04,18-24,15,2024-05-06,0
CUS04135,champion,Abuja,Electronics,Mobile App,Card,2022-04-29,55+,27,2024-05-07,0
CUS04136,at_risk,Delta,Food & Groceries,Mobile App,Pay on Delivery,2022-08-01,35-44,8,2023-07-11,1
CUS04137,loyal,Abuja,Home & Kitchen,Mobile App,Card,2022-06-13,35-44,16,2023-12-09,1
CUS04138,champion,Abuja,Food & Groceries,Web,Pay on Delivery,2022-08-22,18-24,31,2024-02-04,0
CUS04139,loyal,Delta,Electronics,Mobile App,Pay on Delivery,2023-02-27,25-34,8,2024-04-08,0
CUS04140,champion,Delta,Home & Kitchen,Mobile App,Pay on Delivery,2023-02-05,25-34,35,2024-06-20,0
CUS04141,hibernating,Delta,Sports & Outdoors,Mobile App,Card,2022-06-28,35-44,1,2022-12-24,1
CUS04142,loyal,Abuja,Fashion,Mobile App,Bank Transfer,2022-06-01,25-34,15,2024-03-10,0
CUS04143,loyal,Abuja,Fashion,Mobile App,Bank Transfer,2022-03-17,18-24,7,2024-02-27,0
CUS04144,champion,Rivers,Electronics,Web,Bank Transfer,2022-03-07,55+,28,2024-04-03,0
CUS04145,at_risk,Lagos,Books & Media,Mobile App,Card,2022-07-10,35-44,4,2023-09-12,1
CUS04146,champion,Kano,Electronics,Web,Bank Transfer,2022-10-31,55+,18,2024-04-12,0
CUS04147,loyal,Delta,Electronics,Web,Bank Transfer,2022-12-05,25-34,12,2024-06-02,0
CUS04148,champion,Rivers,Home & Kitchen,Mobile App,Pay on Delivery,2022-07-05,18-24,14,2024-02-24,0
CUS04149,loyal,Abuja,Electronics,Mobile App,Card,2022-12-08,25-34,12,2023-11-30,1
CUS04150,loyal,Abuja,Electronics,Mobile App,Pay on Delivery,2022-12-20,18-24,14,2023-10-14,1
CUS04151,hibernating,Kaduna,Fashion,Mobile App,Card,2022-01-08,25-34,3,2023-02-13,1
CUS04152,hibernating,Rivers,Electronics,Mobile App,Card,2023-05-30,18-24,2,2023-04-08,1
CUS04153,champion,Abuja,Electronics,Social Commerce,Card,2022-06-17,55+,12,2024-02-10,0
CUS04154,champion,Anambra,Food & Groceries,Mobile App,Card,2022-04-07,35-44,17,2024-03-13,0
CUS04155,champion,Lagos,Sports & Outdoors,Mobile App,Bank Transfer,2023-05-18,25-34,29,2024-02-23,0
CUS04156,loyal,Lagos,Food & Groceries,Social Commerce,Card,2022-08-16,18-24,11,2023-12-13,1
CUS04157,hibernating,Lagos,Fashion,Social Commerce,Bank Transfer,2023-06-18,18-24,1,2022-09-07,1
CUS04158,at_risk,Oyo,Fashion,Mobile App,Pay on Delivery,2022-06-29,35-44,5,2024-01-25,0
CUS04159,loyal,Delta,Electronics,Mobile App,Pay on Delivery,2022-04-08,55+,15,2024-01-26,0
CUS04160,hibernating,Anambra,Fashion,Social Commerce,Card,2023-05-30,25-34,2,2023-04-19,1
CUS04161,loyal,Kano,Books & Media,Mobile App,Wallet,2022-09-04,25-34,13,2024-06-29,0
CUS04162,loyal,Enugu,Electronics,Web,Pay on Delivery,2022-04-13,45-54,11,2023-11-21,1
CUS04163,at_risk,Abuja,Home & Kitchen,Social Commerce,Card,2022-07-20,18-24,9,2023-12-05,1
CUS04164,loyal,Abuja,Fashion,Web,Wallet,2022-10-05,45-54,6,2024-04-30,0
CUS04165,lost,Enugu,Food & Groceries,Mobile App,Bank Transfer,2023-06-24,25-34,2,2022-12-09,1
CUS04166,loyal,Abuja,Electronics,Mobile App,Bank Transfer,2023-06-20,18-24,6,2024-06-06,0
CUS04167,at_risk,Anambra,Books & Media,Mobile App,Bank Transfer,2022-04-12,18-24,7,2023-10-18,1
CUS04168,hibernating,Abuja,Electronics,Social Commerce,Card,2022-05-27,55+,1,2023-02-03,1
CUS04169,at_risk,Kano,Beauty & Personal Care,Web,Pay on Delivery,2022-06-22,35-44,4,2023-08-16,1
CUS04170,lost,Oyo,Home & Kitchen,Web,Bank Transfer,2023-02-19,25-34,2,2022-12-24,1
CUS04171,champion,Abuja,Beauty & Personal Care,Mobile App,Card,2023-01-12,35-44,33,2024-04-05,0
CUS04172,loyal,Lagos,Books & Media,Mobile App,Card,2022-12-12,45-54,14,2024-03-31,0
CUS04173,at_risk,Anambra,Electronics,Mobile App,Card,2023-03-22,18-24,5,2023-06-04,1
CUS04174,lost,Oyo,Home & Kitchen,Mobile App,Bank Transfer,2023-03-27,25-34,1,2022-04-12,1
CUS04175,at_risk,Rivers,Food & Groceries,Mobile App,Card,2022-06-21,45-54,3,2023-11-16,1
CUS04176,at_risk,Oyo,Fashion,Web,Wallet,2022-08-16,35-44,6,2024-01-28,0
CUS04177,lost,Kaduna,Home & Kitchen,Mobile App,Card,2022-05-01,25-34,1,2022-04-22,1
CUS04178,at_risk,Rivers,Electronics,Social Commerce,Card,2022-08-19,45-54,3,2023-09-28,1
CUS04179,loyal,Lagos,Beauty & Personal Care,Mobile App,Wallet,2022-09-03,25-34,11,2024-03-10,0
CUS04180,at_risk,Lagos,Electronics,Mobile App,Card,2022-09-02,25-34,6,2023-07-20,1
CUS04181,champion,Lagos,Electronics,Mobile App,Card,2022-03-21,35-44,13,2024-06-28,0
CUS04182,champion,Lagos,Sports & Outdoors,Web,Pay on Delivery,2022-07-13,25-34,23,2024-06-24,0
CUS04183,champion,Delta,Fashion,Mobile App,Wallet,2022-03-14,18-24,32,2024-04-30,0
CUS04184,champion,Imo,Electronics,Mobile App,Card,2023-02-01,25-34,14,2024-05-22,0
CUS04185,champion,Rivers,Electronics,Web,Pay on Delivery,2022-06-04,25-34,29,2024-02-13,0
CUS04186,at_risk,Kaduna,Beauty & Personal Care,Mobile App,Card,2022-10-06,45-54,5,2023-10-28,1
CUS04187,at_risk,Lagos,Food & Groceries,Web,Card,2023-05-11,35-44,9,2023-07-01,1
CUS04188,at_risk,Kano,Home & Kitchen,Social Commerce,Bank Transfer,2022-09-03,18-24,8,2023-10-03,1
CUS04189,champion,Lagos,Fashion,Mobile App,Bank Transfer,2022-09-15,35-44,31,2024-03-09,0
CUS04190,lost,Enugu,Books & Media,Mobile App,Pay on Delivery,2023-01-18,55+,1,2022-02-13,1
CUS04191,champion,Anambra,Electronics,Mobile App,Bank Transfer,2023-05-01,18-24,26,2024-02-08,0
CUS04192,champion,Abuja,Home & Kitchen,Mobile App,Pay on Delivery,2023-01-29,35-44,17,2024-05-31,0
CUS04193,loyal,Abuja,Electronics,Web,Wallet,2023-02-26,35-44,7,2023-12-07,1
CUS04194,at_risk,Lagos,Fashion,Social Commerce,Card,2022-03-08,25-34,6,2023-10-13,1
CUS04195,loyal,Abuja,Baby & Kids,Mobile App,Bank Transfer,2023-02-06,18-24,6,2023-11-16,1
CUS04196,at_risk,Anambra,Fashion,Web,Card,2023-06-18,25-34,4,2023-09-15,1
CUS04197,at_risk,Oyo,Electronics,Web,Bank Transfer,2023-02-16,35-44,7,2024-02-26,0
CUS04198,loyal,Abuja,Food & Groceries,Social Commerce,Pay on Delivery,2023-01-27,35-44,7,2024-05-31,0
CUS04199,hibernating,Enugu,Fashion,Web,Wallet,2023-02-10,18-24,3,2022-09-12,1
CUS04200,loyal,Lagos,Books & Media,Web,Card,2022-09-21,35-44,12,2024-03-08,0
CUS04201,hibernating,Lagos,Sports & Outdoors,Mobile App,Card,2022-05-10,18-24,3,2023-04-06,1
CUS04202,at_risk,Lagos,Home & Kitchen,Web,Bank Transfer,2023-03-08,25-34,3,2023-07-06,1
CUS04203,loyal,Enugu,Beauty & Personal Care,Mobile App,Card,2022-09-24,45-54,15,2023-12-30,1
CUS04204,loyal,Delta,Electronics,Mobile App,Pay on Delivery,2022-07-29,35-44,15,2023-10-13,1
CUS04205,at_risk,Anambra,Fashion,Mobile App,Pay on Delivery,2022-03-16,25-34,7,2023-11-29,1
CUS04206,hibernating,Rivers,Food & Groceries,Mobile App,Wallet,2022-04-02,18-24,3,2023-03-26,1
CUS04207,at_risk,Kano,Beauty & Personal Care,Social Commerce,Bank Transfer,2023-02-05,18-24,7,2023-08-02,1
CUS04208,loyal,Lagos,Beauty & Personal Care,Mobile App,Bank Transfer,2022-11-04,35-44,14,2023-11-11,1
CUS04209,at_risk,Abuja,Home & Kitchen,Mobile App,Wallet,2022-08-01,35-44,3,2023-10-18,1
CUS04210,loyal,Lagos,Beauty & Personal Care,Social Commerce,Card,2022-04-25,25-34,6,2023-11-29,1
CUS04211,lost,Delta,Electronics,Mobile App,Bank Transfer,2023-03-25,55+,1,2022-07-14,1
CUS04212,at_risk,Abuja,Home & Kitchen,Mobile App,Card,2023-03-11,45-54,7,2024-02-28,0
CUS04213,hibernating,Kano,Beauty & Personal Care,Mobile App,Card,2022-09-18,18-24,3,2023-04-18,1
CUS04214,at_risk,Abuja,Beauty & Personal Care,Mobile App,Wallet,2023-01-08,18-24,8,2024-01-20,0
CUS04215,loyal,Abuja,Fashion,Mobile App,Pay on Delivery,2023-04-11,25-34,17,2024-04-26,0
CUS04216,loyal,Lagos,Books & Media,Social Commerce,Card,2022-05-30,45-54,7,2024-05-25,0
CUS04217,loyal,Rivers,Beauty & Personal Care,Web,Wallet,2022-03-22,18-24,16,2024-04-26,0
CUS04218,hibernating,Anambra,Food & Groceries,Mobile App,Bank Transfer,2022-09-30,18-24,2,2023-01-28,1
CUS04219,loyal,Lagos,Fashion,Mobile App,Pay on Delivery,2023-03-21,35-44,17,2024-05-25,0
CUS04220,hibernating,Lagos,Fashion,Web,Card,2022-10-23,25-34,3,2023-03-10,1
CUS04221,at_risk,Oyo,Food & Groceries,Social Commerce,Bank Transfer,2023-04-30,18-24,6,2023-06-07,1
CUS04222,loyal,Anambra,Food & Groceries,Mobile App,Wallet,2023-04-02,25-34,12,2024-01-01,0
CUS04223,hibernating,Abuja,Home & Kitchen,Web,Pay on Delivery,2023-02-19,18-24,1,2023-03-21,1
CUS04224,hibernating,Kano,Fashion,Web,Pay on Delivery,2023-06-27,25-34,1,2023-05-03,1
CUS04225,loyal,Rivers,Electronics,Web,Wallet,2022-06-23,25-34,6,2024-02-01,0
CUS04226,at_risk,Kaduna,Beauty & Personal Care,Social Commerce,Card,2022-07-09,25-34,9,2023-11-04,1
CUS04227,champion,Abuja,Fashion,Mobile App,Wallet,2022-02-20,35-44,21,2024-04-12,0
CUS04228,champion,Lagos,Food & Groceries,Social Commerce,Card,2023-06-02,55+,16,2024-03-06,0
CUS04229,at_risk,Rivers,Books & Media,Mobile App,Bank Transfer,2022-05-13,18-24,9,2023-06-08,1
CUS04230,hibernating,Kano,Beauty & Personal Care,Mobile App,Bank Transfer,2022-04-23,18-24,2,2023-03-27,1
CUS04231,at_risk,Oyo,Fashion,Mobile App,Card,2023-04-23,45-54,5,2023-12-31,1
CUS04232,champion,Kaduna,Fashion,Mobile App,Card,2022-12-23,35-44,28,2024-05-21,0
CUS04233,at_risk,Anambra,Fashion,Web,Pay on Delivery,2022-04-01,18-24,6,2023-10-30,1
CUS04234,at_risk,Abuja,Fashion,Web,Card,2023-01-08,35-44,9,2023-09-15,1
CUS04235,champion,Oyo,Beauty & Personal Care,Social Commerce,Card,2022-06-24,35-44,35,2024-06-29,0
CUS04236,at_risk,Abuja,Fashion,Mobile App,Card,2022-08-24,18-24,9,2023-11-24,1
CUS04237,champion,Kano,Books & Media,Web,Bank Transfer,2022-05-19,25-34,13,2024-02-10,0
CUS04238,champion,Oyo,Sports & Outdoors,Social Commerce,Pay on Delivery,2023-06-04,35-44,31,2024-05-01,0
CUS04239,lost,Abuja,Home & Kitchen,Web,Card,2022-09-03,18-24,2,2022-01-15,1
CUS04240,hibernating,Enugu,Food & Groceries,Mobile App,Bank Transfer,2023-04-14,25-34,3,2022-12-26,1
CUS04241,at_risk,Lagos,Fashion,Web,Card,2023-03-20,25-34,9,2023-06-25,1
CUS04242,at_risk,Kano,Home & Kitchen,Mobile App,Bank Transfer,2023-05-19,45-54,6,2023-08-26,1
CUS04243,at_risk,Lagos,Fashion,Mobile App,Card,2022-10-07,35-44,4,2023-06-24,1
CUS04244,at_risk,Lagos,Electronics,Mobile App,Card,2022-10-16,25-34,7,2023-06-27,1
CUS04245,champion,Delta,Fashion,Web,Card,2022-03-14,25-34,15,2024-04-03,0
CUS04246,loyal,Delta,Home & Kitchen,Mobile App,Pay on Delivery,2023-02-22,45-54,10,2024-04-06,0
CUS04247,hibernating,Lagos,Food & Groceries,Web,Card,2023-05-28,35-44,1,2023-02-15,1
CUS04248,loyal,Abuja,Food & Groceries,Mobile App,Wallet,2023-03-02,45-54,10,2024-05-12,0
CUS04249,at_risk,Lagos,Food & Groceries,Web,Wallet,2023-01-23,25-34,6,2023-09-26,1
CUS04250,loyal,Abuja,Electronics,Mobile App,Card,2023-02-21,18-24,6,2023-10-05,1
CUS04251,at_risk,Imo,Sports & Outdoors,Social Commerce,Pay on Delivery,2023-01-25,25-34,5,2023-07-22,1
CUS04252,loyal,Abuja,Electronics,Mobile App,Bank Transfer,2022-04-02,35-44,16,2024-06-20,0
CUS04253,lost,Lagos,Electronics,Mobile App,Pay on Delivery,2023-01-14,18-24,1,2022-09-22,1
CUS04254,loyal,Abuja,Sports & Outdoors,Web,Pay on Delivery,2022-12-05,45-54,8,2023-11-12,1
CUS04255,loyal,Oyo,Food & Groceries,Mobile App,Card,2022-09-28,35-44,7,2024-02-22,0
CUS04256,hibernating,Lagos,Electronics,Mobile App,Card,2022-01-19,25-34,3,2023-04-26,1
CUS04257,champion,Rivers,Baby & Kids,Web,Card,2022-12-23,35-44,12,2024-02-11,0
CUS04258,lost,Lagos,Food & Groceries,Social Commerce,Bank Transfer,2022-04-15,55+,1,2022-06-27,1
CUS04259,lost,Lagos,Food & Groceries,Mobile App,Card,2022-04-28,25-34,1,2022-11-04,1
CUS04260,hibernating,Abuja,Beauty & Personal Care,Mobile App,Bank Transfer,2022-01-24,35-44,1,2022-09-25,1
CUS04261,lost,Enugu,Baby & Kids,Web,Card,2022-01-28,18-24,2,2022-10-06,1
CUS04262,hibernating,Rivers,Fashion,Web,Bank Transfer,2023-04-14,25-34,1,2022-10-28,1
CUS04263,at_risk,Anambra,Sports & Outdoors,Mobile App,Card,2023-01-13,35-44,7,2024-02-26,0
CUS04264,hibernating,Enugu,Fashion,Social Commerce,Bank Transfer,2022-02-27,18-24,3,2022-12-25,1
CUS04265,at_risk,Lagos,Baby & Kids,Web,Bank Transfer,2023-05-17,25-34,8,2023-06-04,1
CUS04266,lost,Rivers,Electronics,Social Commerce,Card,2022-06-15,18-24,2,2022-05-08,1
CUS04267,at_risk,Oyo,Home & Kitchen,Social Commerce,Bank Transfer,2023-06-10,18-24,8,2023-08-14,1
CUS04268,at_risk,Abuja,Food & Groceries,Mobile App,Pay on Delivery,2022-09-10,25-34,5,2023-11-28,1
CUS04269,at_risk,Kano,Books & Media,Web,Bank Transfer,2022-01-26,55+,5,2023-11-28,1
CUS04270,at_risk,Anambra,Electronics,Mobile App,Card,2022-08-06,18-24,6,2024-02-29,0
CUS04271,at_risk,Abuja,Fashion,Mobile App,Card,2023-05-10,25-34,4,2024-01-22,0
CUS04272,champion,Lagos,Home & Kitchen,Mobile App,Bank Transfer,2023-02-12,55+,29,2024-06-21,0
CUS04273,lost,Lagos,Electronics,Mobile App,Wallet,2023-03-14,25-34,2,2022-08-22,1
CUS04274,at_risk,Imo,Food & Groceries,Web,Bank Transfer,2022-05-03,18-24,6,2023-06-14,1
CUS04275,hibernating,Enugu,Beauty & Personal Care,Mobile App,Pay on Delivery,2022-05-26,35-44,3,2023-02-27,1
CUS04276,lost,Abuja,Electronics,Social Commerce,Pay on Delivery,2022-10-12,55+,1,2022-02-05,1
CUS04277,champion,Oyo,Electronics,Social Commerce,Pay on Delivery,2022-10-05,35-44,31,2024-06-07,0
CUS04278,at_risk,Enugu,Sports & Outdoors,Mobile App,Card,2022-08-14,25-34,8,2023-10-22,1
CUS04279,hibernating,Lagos,Home & Kitchen,Mobile App,Card,2023-01-11,18-24,2,2023-01-21,1
CUS04280,hibernating,Lagos,Electronics,Social Commerce,Card,2022-03-24,25-34,3,2022-11-16,1
CUS04281,lost,Kaduna,Sports & Outdoors,Web,Card,2022-12-03,25-34,1,2022-01-02,1
CUS04282,champion,Abuja,Electronics,Mobile App,Bank Transfer,2023-02-26,35-44,27,2024-04-20,0
CUS04283,lost,Abuja,Food & Groceries,Mobile App,Pay on Delivery,2022-11-09,35-44,1,2022-06-15,1
CUS04284,hibernating,Lagos,Food & Groceries,Web,Bank Transfer,2023-03-08,18-24,1,2022-09-28,1
CUS04285,lost,Lagos,Fashion,Mobile App,Pay on Delivery,2022-06-03,25-34,2,2022-04-06,1
CUS04286,hibernating,Abuja,Beauty & Personal Care,Web,Pay on Delivery,2023-03-25,18-24,2,2022-12-09,1
CUS04287,champion,Abuja,Fashion,Web,Pay on Delivery,2023-03-08,35-44,15,2024-03-05,0
CUS04288,lost,Rivers,Electronics,Mobile App,Wallet,2022-11-21,45-54,2,2022-08-09,1
CUS04289,lost,Lagos,Beauty & Personal Care,Mobile App,Card,2022-08-03,35-44,1,2022-06-16,1
CUS04290,champion,Kano,Fashion,Mobile App,Bank Transfer,2023-06-20,55+,26,2024-03-05,0
CUS04291,hibernating,Delta,Fashion,Mobile App,Bank Transfer,2022-08-12,45-54,3,2023-03-16,1
CUS04292,lost,Kaduna,Books & Media,Mobile App,Pay on Delivery,2023-04-09,35-44,1,2022-05-04,1
CUS04293,hibernating,Abuja,Sports & Outdoors,Web,Card,2022-01-03,55+,1,2023-05-08,1
CUS04294,hibernating,Kaduna,Fashion,Web,Pay on Delivery,2022-03-20,35-44,2,2023-03-14,1
CUS04295,loyal,Enugu,Food & Groceries,Mobile App,Card,2022-04-05,45-54,13,2023-11-15,1
CUS04296,champion,Rivers,Beauty & Personal Care,Mobile App,Pay on Delivery,2022-07-25,18-24,30,2024-05-07,0
CUS04297,lost,Abuja,Home & Kitchen,Web,Card,2023-03-09,35-44,2,2022-06-05,1
CUS04298,loyal,Abuja,Home & Kitchen,Web,Pay on Delivery,2023-04-05,25-34,6,2024-02-12,0
CUS04299,champion,Lagos,Books & Media,Social Commerce,Pay on Delivery,2023-02-21,25-34,29,2024-05-15,0
CUS04300,champion,Kano,Sports & Outdoors,Social Commerce,Card,2022-01-15,45-54,12,2024-02-16,0
CUS04301,champion,Imo,Home & Kitchen,Social Commerce,Bank Transfer,2022-01-27,25-34,13,2024-06-25,0
CUS04302,champion,Kano,Fashion,Mobile App,Bank Transfer,2022-10-17,45-54,29,2024-03-02,0
CUS04303,at_risk,Oyo,Fashion,Mobile App,Bank Transfer,2023-06-25,18-24,9,2023-06-19,1
CUS04304,loyal,Kano,Fashion,Mobile App,Card,2023-01-08,18-24,9,2024-03-30,0
CUS04305,at_risk,Abuja,Fashion,Social Commerce,Pay on Delivery,2022-09-05,25-34,5,2023-10-16,1
CUS04306,champion,Lagos,Electronics,Mobile App,Wallet,2023-02-08,35-44,29,2024-03-19,0
CUS04307,loyal,Lagos,Home & Kitchen,Mobile App,Bank Transfer,2022-02-01,18-24,11,2024-04-03,0
CUS04308,at_risk,Lagos,Food & Groceries,Mobile App,Bank Transfer,2023-02-07,55+,5,2023-10-21,1
CUS04309,loyal,Kano,Beauty & Personal Care,Mobile App,Wallet,2022-08-14,25-34,15,2024-02-25,0
CUS04310,loyal,Lagos,Electronics,Social Commerce,Bank Transfer,2022-07-15,35-44,13,2023-12-01,1
CUS04311,champion,Abuja,Fashion,Web,Card,2022-02-26,25-34,35,2024-02-04,0
CUS04312,loyal,Anambra,Sports & Outdoors,Mobile App,Pay on Delivery,2022-03-27,45-54,11,2024-04-25,0
CUS04313,lost,Kaduna,Fashion,Social Commerce,Card,2023-01-21,35-44,2,2022-08-27,1
CUS04314,loyal,Lagos,Electronics,Mobile App,Bank Transfer,2022-10-09,18-24,12,2023-11-26,1
CUS04315,lost,Enugu,Home & Kitchen,Web,Bank Transfer,2023-02-28,25-34,2,2022-11-23,1
CUS04316,hibernating,Kano,Fashion,Mobile App,Card,2023-03-23,18-24,2,2023-04-27,1
CUS04317,loyal,Lagos,Fashion,Mobile App,Pay on Delivery,2022-05-23,18-24,15,2024-01-08,0
CUS04318,hibernating,Rivers,Fashion,Web,Card,2023-06-29,45-54,2,2023-01-27,1
CUS04319,lost,Abuja,Food & Groceries,Mobile App,Pay on Delivery,2022-12-20,25-34,1,2022-05-06,1
CUS04320,at_risk,Lagos,Fashion,Web,Wallet,2022-12-20,25-34,3,2023-10-18,1
CUS04321,at_risk,Abuja,Home & Kitchen,Social Commerce,Pay on Delivery,2023-05-10,18-24,6,2023-10-29,1
CUS04322,hibernating,Abuja,Fashion,Social Commerce,Card,2023-05-16,25-34,1,2022-09-08,1
CUS04323,loyal,Enugu,Fashion,Mobile App,Card,2022-05-08,55+,10,2023-12-26,1
CUS04324,at_risk,Abuja,Fashion,Mobile App,Pay on Delivery,2022-01-08,35-44,8,2023-10-30,1
CUS04325,hibernating,Kaduna,Food & Groceries,Social Commerce,Card,2023-03-22,18-24,1,2023-02-14,1
CUS04326,at_risk,Enugu,Home & Kitchen,Web,Bank Transfer,2022-05-29,35-44,9,2023-07-29,1
CUS04327,loyal,Rivers,Beauty & Personal Care,Mobile App,Bank Transfer,2023-06-09,55+,6,2024-04-20,0
CUS04328,lost,Abuja,Electronics,Web,Card,2022-02-17,25-34,1,2022-11-24,1
CUS04329,champion,Rivers,Electronics,Social Commerce,Wallet,2022-02-21,35-44,30,2024-04-21,0
CUS04330,loyal,Abuja,Home & Kitchen,Mobile App,Bank Transfer,2023-05-13,25-34,13,2024-06-03,0
CUS04331,hibernating,Oyo,Electronics,Web,Bank Transfer,2022-08-23,18-24,1,2023-04-21,1
CUS04332,loyal,Abuja,Fashion,Mobile App,Card,2023-04-23,25-34,6,2023-11-21,1
CUS04333,champion,Anambra,Food & Groceries,Social Commerce,Bank Transfer,2023-03-18,25-34,29,2024-05-11,0
CUS04334,hibernating,Delta,Electronics,Web,Wallet,2023-04-16,25-34,2,2022-11-03,1
CUS04335,hibernating,Lagos,Fashion,Mobile App,Bank Transfer,2023-01-23,18-24,2,2023-05-25,1
CUS04336,lost,Rivers,Beauty & Personal Care,Mobile App,Card,2022-06-04,25-34,1,2022-01-11,1
CUS04337,loyal,Oyo,Food & Groceries,Mobile App,Pay on Delivery,2022-09-19,25-34,7,2024-05-18,0
CUS04338,at_risk,Kaduna,Beauty & Personal Care,Web,Wallet,2022-04-11,18-24,9,2024-01-13,0
CUS04339,champion,Lagos,Electronics,Mobile App,Card,2023-02-25,18-24,28,2024-05-07,0
CUS04340,at_risk,Lagos,Home & Kitchen,Mobile App,Card,2022-05-13,25-34,8,2023-09-20,1
CUS04341,loyal,Delta,Beauty & Personal Care,Web,Pay on Delivery,2023-02-07,25-34,13,2024-05-23,0
CUS04342,at_risk,Kano,Beauty & Personal Care,Mobile App,Wallet,2023-01-22,25-34,4,2023-08-21,1
CUS04343,loyal,Lagos,Home & Kitchen,Mobile App,Card,2023-03-27,35-44,14,2024-04-17,0
CUS04344,loyal,Delta,Electronics,Mobile App,Pay on Delivery,2022-11-01,25-34,8,2024-02-07,0
CUS04345,champion,Lagos,Fashion,Mobile App,Pay on Delivery,2022-08-20,18-24,24,2024-05-23,0
CUS04346,loyal,Imo,Fashion,Mobile App,Card,2022-07-13,25-34,17,2023-12-11,1
CUS04347,lost,Rivers,Fashion,Web,Card,2022-04-10,25-34,1,2022-01-17,1
CUS04348,at_risk,Rivers,Beauty & Personal Care,Web,Wallet,2022-08-02,18-24,7,2024-02-23,0
CUS04349,at_risk,Anambra,Electronics,Web,Pay on Delivery,2022-05-13,35-44,5,2023-06-12,1
CUS04350,hibernating,Lagos,Electronics,Social Commerce,Bank Transfer,2023-05-15,35-44,2,2023-03-27,1
CUS04351,lost,Lagos,Fashion,Mobile App,Pay on Delivery,2022-12-04,25-34,2,2022-06-15,1
CUS04352,loyal,Lagos,Sports & Outdoors,Mobile App,Card,2022-08-14,18-24,8,2024-06-20,0
CUS04353,champion,Lagos,Beauty & Personal Care,Web,Pay on Delivery,2022-07-05,35-44,24,2024-06-22,0
CUS04354,loyal,Abuja,Beauty & Personal Care,Social Commerce,Bank Transfer,2022-10-03,18-24,6,2023-12-06,1
CUS04355,loyal,Kaduna,Food & Groceries,Mobile App,Wallet,2022-02-04,25-34,11,2024-06-14,0
CUS04356,lost,Abuja,Food & Groceries,Mobile App,Card,2023-05-02,35-44,2,2022-11-29,1
CUS04357,loyal,Rivers,Food & Groceries,Mobile App,Bank Transfer,2022-11-11,25-34,15,2024-05-01,0
CUS04358,champion,Abuja,Food & Groceries,Web,Card,2022-09-26,18-24,30,2024-04-14,0
CUS04359,loyal,Delta,Home & Kitchen,Mobile App,Pay on Delivery,2023-01-29,18-24,10,2024-06-19,0
CUS04360,at_risk,Abuja,Food & Groceries,Mobile App,Card,2023-03-23,18-24,3,2023-08-20,1
